,headlines,content,date,headlines_en,content_en,stem_headline_en,emotion
1436,vion sluit slachterij in duitsland vanwege corona,"vleesverwerker vion stopt tijdelijk de productie in de runderslachterijen in bad bramstedt. ook een slachterij in birkenfeld van müller-fleisch is gesloten, ...",06-05-20,vion close slaughterhouse in Germany because of corona,"meat processor vion temporarily stops production in cattle slaughterhouses Bramstedt bath. a slaughterhouse closed in birkenfeld of Müller-Fleisch, ...","['vion', 'close', 'slaughterhouse', 'Germany', 'because', 'corona']",fear
1437,corona dwarsboomt restauratie kerk middelstum,door de uitbraak van het coronavirus is de restauratie van de gewelven van de hippolytuskerk in middelstum voorlopig uitgesteld.,06-05-20,corona thwarts restoration church middelstum,by the outbreak of coronavirus the restoration of the vaults of the Hippolytuskerk in middelstum is postponed.,"['corona', 'thwart', 'restoration', 'church', 'middelstum']",disgust
1438,net geopende sportschool in zwaag door corona weer dicht: balans als de heilige graal,zeger schoenmaker (38) was nauwelijks verhuisd van een sportschool met 250 vierkante meter trainingsruimte naar zijn school unleash by zeger met 900 ...,06-05-20,newly opened gym in zwaag corona close again: balance as the holy grail,zeger shoemaker (38) was barely moved a gym with 250 square meter training to unleash his school by zeger 900 ...,"['newly', 'opened', 'gym', 'zwaag', 'corona', 'close', 'again', 'balance', 'the', 'holy', 'grail']",fear
1439,is ruikt kans op comeback door westerse corona-angst,islamitische staat hoopt te profiteren van de verwarring die corona wereldwijd veroorzaakt. de terreurgroep heeft vooral in het oude kalifaat zijn slapende cellen ...,06-05-20,Smell is likely to comeback by Western corona fear,Islamic state hopes to take advantage of the confusion caused corona worldwide. The terror group is mainly in the ancient caliphate are dormant cells ...,"['Smell', 'likely', 'comeback', 'Western', 'corona', 'fear']",fear
1440,stedelijke musea vragen om extra overheidssteun vanwege corona,de directies van vier grote stedelijke musea in nederland vragen om extra overheidssteun vanwege de coronacrisis. het gaat om het stedelijk museum in ...,06-05-20,city ​​museums require additional government support for Corona,the directors of four major metropolitan museums in Netherlands ask for additional aid because the corona crisis. it is the city museum in ...,"['city', '\u200b\u200bmuseums', 'require', 'additional', 'government', 'support', 'for', 'Corona']",fear
1441,horecabrains: 'corona-app net als id verplicht stellen bij nachthoreca',"de anderhalvemeter-economie is geen oplossing voor clubs en andere nachthoreca, vindt horecabrains. de brancheorganisatie pleit daarom voor een ...",06-05-20,"catering brains ""corona app like id compulsory at night hospitality '","the half meter economy is no solution for night clubs and other hospitality, find hospitality brains. the trade association therefore calls for a ...","['cater', 'brain', 'corona', 'app', 'like', 'compulsory', 'night', 'hospitality']",disgust
1442,koor heerde verloor zes leden aan corona: 40 procent werd ziek,"toen bijeenkomsten tot honderd mensen werden verboden, zette het christelijk mannenkoor de lofzang uit heerde hun koorrepetities stop. dat deed het koor ...",06-05-20,choir heerde lost six members corona: 40 percent were sick,"when meetings hundred people were banned, put the Christian choir hymn extracted from their choir rehearsals stop. did the choir ...","['choir', 'heerde', 'lost', 'six', 'member', 'corona', 'percent', 'were', 'sick']",sadness
1443,blog: corona verandert de spelregels in de zorg drastisch,"de coronacrisis is naast een drama ook een vat vol leerpunten. het is straks, als we iets meer tijd en aandacht beschikbaar hebben, hoog tijd voor een goed ...",06-05-20,Blog: corona the rules of care changes drastically,"Corona crisis is not only a tragedy a barrel full of lessons. it later, when we have available a little more time and attention, time for a good ...","['Blog', 'corona', 'the', 'rule', 'care', 'change', 'drastically']",anger
1444,dit is het corona liveblog van 5 mei,"dit is ons liveblog over het coronavirus. hier melden we alle ontwikkelingen rond het virus, in gelderland en wat verder belangrijk is om te weten voor jou.",06-05-20,this is the corona live blog of May 5,"this is our live blog of the coronavirus. Here we report any developments surrounding the virus, in Gelderland and whatever else is important to know you.","['this', 'the', 'corona', 'live', 'blog', 'May']",sadness
1445,3700 ontslagen bij uber als gevolg van corona,"uber zet 3700 mensen op straat, dat is ongeveer 15 procent van het totale personeel. het zijn er wel minder dan de 5400 waarvan enkele weken geleden nog ...",06-05-20,3700 redundancies in uber due corona,"uber put 3,700 people on the street, which is about 15 per cent of the total staff. they are there less than 5400 of which a few weeks ago ...","['3700', 'redundancy', 'uber', 'due', 'corona']",fear
1446,"corona in friesland - 6 mei | draaiboek voor einde lockdown: 'kapper mag volgende week weer knippen, campings per 1 juli open'",er staat een grote versoepeling van de maatregelen om het coronavirus te beteugelen op stapel. vanavond om 19.00 uur maakt premier mark rutte de planning ...,06-05-20,"corona in Friesland - May 6 | roadmap for ending lockdown ""barber may next week cut campgrounds open by July 1 '",there is a large relaxation of the measures to curb the coronavirus pipeline. Tonight at 19:00 Prime Minister Mark Rutte is planning ...,"['corona', 'Friesland', 'May', 'roadmap', 'for', 'ending', 'lockdown', 'barber', 'may', 'next', 'week', 'cut', 'campgrounds', 'open', 'July']",fear
1447,"resveratrol als wondermiddel tegen corona: wat is het, wat doet het en waar zitten de twijfels? - groningen","het voedingssupplement resveratrol kan het ziektebeeld van het coronavirus dempen. met deze uitspraak maakte peter van der voort, hoofd intensive care van ...",06-05-20,"resveratrol as a panacea against corona: what is it, what it does and where the doubts? - Groningen","the dietary resveratrol can dampen the pathogenesis of the coronavirus. with this statement made Peter van der forth, head of intensive care ...","['resveratrol', 'panacea', 'against', 'corona', 'what', 'what', 'doe', 'and', 'where', 'the', 'doubt', 'Groningen']",disgust
1448,mega hackathon voor en door nederlandse studenten in de strijd tegen corona,studenten van verschillende nederlandse universiteiten en hogescholen gaan de strijd met elkaar aan om de students against corona awards.,06-05-20,Mega hackathon for and by Dutch students in the fight against corona,Students from various Dutch universities will compete with each other for awards the students against corona.,"['Mega', 'hackathon', 'for', 'and', 'Dutch', 'student', 'the', 'fight', 'against', 'corona']",disgust
1449,revalidatie en fysiotherapie zijn essentieel na corona en daarbij ook oog voor de mentale gevolgen van de ziekte,"de zorg voor coronapatiënten houdt niet op nadat ze zijn ontslagen uit het ziekenhuis, of nadat de koorts over is. voor patiënten met verschillende zorgzwa...",06-05-20,Rehabilitation and physiotherapy are essential after corona and also aware of the consequences of mental illness,"care for patients corona does not end after they are discharged from the hospital, or if the fever is over. for patients with different zorgzwa ...","['Rehabilitation', 'and', 'physiotherapy', 'are', 'essential', 'after', 'corona', 'and', 'also', 'aware', 'the', 'consequence', 'mental', 'illness']",joy
1450,6 mei 2020 corona | hoe staat het met het gebruik van de tozo?,het totale aantal aanvragen bij gemeenten voor de tijdelijke overbruggingsregeling zelfstandig ondernemers (tozo) wordt door minister koolmees en ...,06-05-20,"May 6, 2020 Corona | what about the use of the Tozo?",total applications from municipalities for temporary bridging arrangement franchisees (Tozo) by Minister Tit and ...,"['May', '2020', 'Corona', 'what', 'about', 'the', 'use', 'the', 'Tozo']",fear
1451,britten gaan corona-app testen op eiland wight,de britse regering test op het eiland wight of de corona-app goed genoeg werkt om daarna in het hele land uit te rollen. privacy-organisaties zijn ...,06-05-20,Brits go corona app testing isle of wight,the British government test on the isle of wight or corona app works well enough to then roll out across the country. privacy organizations ...,"['Brits', 'corona', 'app', 'testing', 'isle', 'wight']",disgust
1452,geldzorgen door corona? 'trek op tijd aan de bel!',"ondanks de steunmaatregelen neemt de werkloosheid ook in onze provincie de komende maanden toe, voorspelt het centraal planbureau (cpb).",06-05-20,"money worries by corona? 'Trek in time to ring the bell! ""","Despite the aid, the unemployment rate also increase in the coming months in our province far, predicts the Central Planning Bureau (CPB).","['money', 'worry', 'corona', ""'Trek"", 'time', 'ring', 'the', 'bell']",fear
1453,"maanden op elkaars lip of corona als ultieme liefdestest: ""soms ontploft het, soms vinden koppels net evenwicht""","koppels staan al de hele lockdown voor ongeziene uitdagingen. ze zitten vaak op elkaars lip thuis, met of zonder kroost. ouders moeten ook nog helpen bij de ...",06-05-20,"months in each other's corona, or the ultimate love test ""sometimes explodes, sometimes couples find just balance""","couples standing all throughout lockdown unprecedented challenges. they often sit in each other's home, with or without offspring. Parents should also help to ...","['month', 'each', 'other', 'corona', 'the', 'ultimate', 'love', 'test', 'sometimes', 'explodes', 'sometimes', 'couple', 'find', 'just', 'balance']",joy
1454,"overleeft de bios corona? 'als dit nog zes weken duurt, kunnen we opdoeken'","bergen op zoom/roosendaal/etten-leur -zijn bioscopen overleefden de komst van de videoband, van de dvd, van netflix. maar nooit eerder stond ...",06-05-20,"survives the bios corona? ""If this lasts six weeks, we can neuter '","Bergen op Zoom / Roosendaal / Etten-Leur -are cinemas survived the advent of videotape, the DVD from Netflix. but never was before ...","['survives', 'the', 'bios', 'corona', 'this', 'last', 'six', 'week', 'can', 'neuter']",sadness
1455,"update: corona cijfers in berkelland, 10 personen opgenomen (geweest) in het ziekenhuis","berkelland – elke dag maakt het rivm bekend hoeveel corona sterfgevallen er zijn, hoeveel ziekenhuis opnames en hoeveel vastgestelde besmettingen.",06-05-20,"Updated: corona berkelland figures, 10 people (were) hospitalized","berkelland - every day makes it known how many rivm corona deaths there are, how much and how hospitalizations established infections.","['Updated', 'corona', 'berkelland', 'figure', 'people', 'were', 'hospitalized']",anger
1456,viroloog peter piot (71) vocht voor zijn leven na corona: 'eindelijk kunnen de virussen wraak nemen',"de belgische viroloog peter piot (71) is zelf coronapatiënt. dat zegt hij in knack. 'ik heb mijn leven gewijd aan het bestrijden van virussen, eindelijk kunnen ze ...",06-05-20,"virologist Peter Piot (71) fighting for his life after corona ""can finally take revenge viruses'","the Belgian virologist Peter Piot (71) is self corona patient. he says knack. ""I've dedicated my life to fighting viruses, they can finally ...","['virologist', 'Peter', 'Piot', 'fighting', 'for', 'his', 'life', 'after', 'corona', 'can', 'finally', 'take', 'revenge', 'virus']",fear
1457,corona-update | boeren lappen met trekkeractie regels aan de laars en oplossingen gezocht voor terrassen,videode nieuwsberichten over de coronacrisis volgen elkaar in een rap tempo op. de stentor zet dagelijks de belangrijkste gebeurtenissen op een rij. zo ben je ...,06-05-20,corona Update | farmers laps with trigger action rules to the boot and solutions sought for terraces,videoThe news about Corona crisis together follow in rapid succession. the stentorian sets daily the most important events in a row. so you ...,"['corona', 'Update', 'farmers', 'lap', 'with', 'trigger', 'action', 'rule', 'the', 'boot', 'and', 'solution', 'sought', 'for', 'terrace']",anger
